851128,Begusarai,Begusarai,BIHAR
851216,Khagaria,Khagaria,BIHAR
851111,Begusarai,Begusarai,BIHAR
848204,Begusarai,Begusarai,BIHAR
851131,Begusarai,Begusarai,BIHAR
848202,Begusarai,Begusarai,BIHAR
848203,Khagaria,Khagaria,BIHAR
848202,Begusarai,Begusarai,BIHAR
851118,Begusarai,Begusarai,BIHAR
848203,Khagaria,Khagaria,BIHAR
851112,Begusarai,Begusarai,BIHAR
851133,Begusarai,Begusarai,BIHAR
851214,Khagaria,Khagaria,BIHAR
851205,Khagaria,Khagaria,BIHAR
848203,Khagaria,Khagaria,BIHAR
851203,Khagaria,Khagaria,BIHAR
851132,Begusarai,Begusarai,BIHAR
851204,Khagaria,Khagaria,BIHAR
848201,Khagaria,Begusarai,BIHAR
851113,Begusarai,Begusarai,BIHAR
851116,Begusarai,Begusarai,BIHAR
851204,Khagaria,Khagaria,BIHAR
851131,Begusarai,Begusarai,BIHAR
851214,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851111,Teghra,Begusarai,BIHAR
851129,Begusarai H.o,Begusarai,BIHAR
851213,Khagaria,Khagaria,BIHAR
851129,Begusarai,Begusarai,BIHAR
848201,Begusarai,Begusarai,BIHAR
848203,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851217,Begusarai,Begusarai,BIHAR
851129,Begusarai,Begusarai,BIHAR
851214,Mansi,Khagaria,BIHAR
851211,Balia,Begusarai,BIHAR
851212,Khagaria,Khagaria,BIHAR
851131,Begusarai,Begusarai,BIHAR
851211,Begusarai,Begusarai,BIHAR
851213,Khagaria,Khagaria,BIHAR
851133,NA,Begusarai,BIHAR
851204,Khagaria,Khagaria,BIHAR
848204,Begusarai,Begusarai,BIHAR
851114,Begusarai,Begusarai,BIHAR
851112,Barauni,Begusarai,BIHAR
851115,Begusarai,Begusarai,BIHAR
851211,Begusarai,Begusarai,BIHAR
848202,Begusarai,Begusarai,BIHAR
851111,Begusarai,Begusarai,BIHAR
851118,Begusarai,Begusarai,BIHAR
848202,Begusarai,Begusarai,BIHAR
851101,Begusarai,Begusarai,BIHAR
851101,Begusarai,Begusarai,BIHAR
851204,Khagaria,Khagaria,BIHAR
852161,Khagaria,Khagaria,BIHAR
852161,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851211,Begusarai,Begusarai,BIHAR
851120,Teghra,Begusarai,BIHAR
851129,Begusarai,Begusarai,BIHAR
851216,Khagaria,Khagaria,BIHAR
851120,Teghra,Begusarai,BIHAR
848202,Begusarai,Begusarai,BIHAR
851201,Khagaria,Khagaria,BIHAR
851135,Begusarai,Begusarai,BIHAR
851132,Begusarai,Begusarai,BIHAR
851134,Begusarai,Begusarai,BIHAR
851127,Begusarai,Begusarai,BIHAR
851212,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851215,Khagaria,Khagaria,BIHAR
851211,Begusarai,Begusarai,BIHAR
851204,Khagaria,Khagaria,BIHAR
851202,Khagaria,Khagaria,BIHAR
851201,Khagaria,Khagaria,BIHAR
851120,Teghra,Begusarai,BIHAR
848203,Khagaria,Khagaria,BIHAR
848203,Khagaria,Khagaria,BIHAR
848201,Begusarai,Begusarai,BIHAR
851216,Khagaria,Khagaria,BIHAR
851128,Begusarai,Begusarai,BIHAR
851111,Begusarai,Begusarai,BIHAR
851133,Begusarai,Begusarai,BIHAR
851204,Khagaria,Khagaria,BIHAR
851131,Begusarai,Begusarai,BIHAR
851204,Khagaria,Khagaria,BIHAR
851217,Begusarai,Begusarai,BIHAR
851201,Khagaria,Khagaria,BIHAR
851132,Begusarai,Begusarai,BIHAR
851131,Begusarai,Begusarai,BIHAR
851217,Begusarai,Begusarai,BIHAR
851130,Begusarai,Begusarai,BIHAR
848203,Khagaria,Khagaria,BIHAR
851129,Begusarai,Begusarai,BIHAR
848202,Begusarai,Begusarai,BIHAR
851131,Begusarai,Begusarai,BIHAR
851111,Begusarai,Begusarai,BIHAR
852161,Khagaria,Khagaria,BIHAR
851133,Begusarai,Begusarai,BIHAR
851127,Begusarai,Begusarai,BIHAR
851120,Teghra,Begusarai,BIHAR
851131,Begusarai,Begusarai,BIHAR
851211,Begusarai,Begusarai,BIHAR
851211,Begusarai,Begusarai,BIHAR
848201,Begusarai,Begusarai,BIHAR
851212,Khagaria,Khagaria,BIHAR
851129,Begusarai,Begusarai,BIHAR
851112,Begusarai,Begusarai,BIHAR
852161,Khagaria,Khagaria,BIHAR
852161,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851127,Begusarai,Begusarai,BIHAR
851212,Khagaria,Khagaria,BIHAR
851133,Begusarai,Begusarai,BIHAR
851216,Khagaria,Khagaria,BIHAR
851215,Khagaria,Khagaria,BIHAR
852161,Beldaur,Khagaria,BIHAR
851117,Begusarai,Begusarai,BIHAR
848204,Begusarai,Begusarai,BIHAR
851204,Khagaria,Khagaria,BIHAR
848204,Begusarai,Begusarai,BIHAR
851214,Khagaria,Khagaria,BIHAR
851213,Khagaria,Khagaria,BIHAR
851111,Begusarai,Begusarai,BIHAR
851127,Begusarai,Begusarai,BIHAR
851101,Begusarai,Begusarai,BIHAR
848201,Begusarai,Begusarai,BIHAR
851120,Teghra,Begusarai,BIHAR
851126,Begusarai,Begusarai,BIHAR
851214,Khagaria,Khagaria,BIHAR
848204,Khagaria,Begusarai,BIHAR
851203,Khagaria,Khagaria,BIHAR
851113,Begusarai,Begusarai,BIHAR
851205,Khagaria,Khagaria,BIHAR
851120,Teghra,Begusarai,BIHAR
851111,Begusarai,Begusarai,BIHAR
848201,Begusarai,Begusarai,BIHAR
851111,Begusarai,Begusarai,BIHAR
851202,Khagaria,Khagaria,BIHAR
851211,Begusarai,Begusarai,BIHAR
851203,Khagaria,Khagaria,BIHAR
851203,Khagaria,Khagaria,BIHAR
851211,Begusarai,Begusarai,BIHAR
848203,Khagaria,Khagaria,BIHAR
851128,Begusarai,Begusarai,BIHAR
851126,Begusarai,Begusarai,BIHAR
851129,Begusarai,Begusarai,BIHAR
851204,Khagaria,Khagaria,BIHAR
851133,Begusarai,Begusarai,BIHAR
851203,Khagaria,Khagaria,BIHAR
848203,Khagaria,Khagaria,BIHAR
851130,Begusarai,Begusarai,BIHAR
848203,Khagaria,Khagaria,BIHAR
851211,Begusarai,Begusarai,BIHAR
851120,Teghra,Begusarai,BIHAR
851212,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851203,Khagaria,Khagaria,BIHAR
851112,Begusarai,Begusarai,BIHAR
851212,Khagaria,Khagaria,BIHAR
851203,Khagaria,Khagaria,BIHAR
851213,Khagaria,Khagaria,BIHAR
848203,Khagaria,Khagaria,BIHAR
851127,Begusarai,Begusarai,BIHAR
851215,Khagaria,Khagaria,BIHAR
851215,Khagaria,Khagaria,BIHAR
851133,Begusarai,Begusarai,BIHAR
851111,Begusarai,Begusarai,BIHAR
851131,Begusarai,Begusarai,BIHAR
851201,Khagaria,Khagaria,BIHAR
851134,Begusarai,Begusarai,BIHAR
851216,Khagaria,Khagaria,BIHAR
851130,Begusarai,Begusarai,BIHAR
851120,Teghra,Begusarai,BIHAR
851134,Begusarai,Begusarai,BIHAR
851201,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851131,Begusarai,Begusarai,BIHAR
851132,Begusarai,Begusarai,BIHAR
851201,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851112,Begusarai,Begusarai,BIHAR
848202,Begusarai,Begusarai,BIHAR
851205,Khagaria,Khagaria,BIHAR
851216,Khagaria,Khagaria,BIHAR
848204,Begusarai,Begusarai,BIHAR
851127,Begusarai,Begusarai,BIHAR
851205,Khagaria,Khagaria,BIHAR
851216,Khagaria,Khagaria,BIHAR
848202,Begusarai,Begusarai,BIHAR
848204,Begusarai,Begusarai,BIHAR
852161,Khagaria,Khagaria,BIHAR
851129,Begusarai,Begusarai,BIHAR
851204,Khagaria,Khagaria,BIHAR
851216,Khagaria,Khagaria,BIHAR
848204,Begusarai,Begusarai,BIHAR
851133,Begusarai,Begusarai,BIHAR
851211,Begusarai,Begusarai,BIHAR
851211,Balia,Begusarai,BIHAR
851129,Begusarai,Begusarai,BIHAR
851218,Begusarai,Begusarai,BIHAR
851111,Begusarai,Begusarai,BIHAR
851112,Begusarai,Begusarai,BIHAR
848203,Khagaria,Khagaria,BIHAR
851213,Khagaria,Khagaria,BIHAR
851215,Khagaria,Khagaria,BIHAR
851113,Begusarai,Begusarai,BIHAR
851211,Begusarai,Begusarai,BIHAR
851129,Begusarai,Begusarai,BIHAR
851213,Khagaria,Khagaria,BIHAR
851133,NA,Begusarai,BIHAR
851127,Begusarai,Begusarai,BIHAR
851211,Begusarai,Begusarai,BIHAR
851210,Begusarai,Begusarai,BIHAR
851203,Khagaria,Khagaria,BIHAR
848204,Begusarai,Begusarai,BIHAR
848202,Begusarai,Begusarai,BIHAR
851129,Begusarai,Begusarai,BIHAR
851127,Begusarai,Begusarai,BIHAR
851111,Begusarai,Begusarai,BIHAR
851214,Khagaria,Khagaria,BIHAR
851128,Begusarai,Begusarai,BIHAR
851111,Begusarai,Begusarai,BIHAR
851205,Khagaria,Khagaria,BIHAR
851204,Khagaria,Khagaria,BIHAR
851129,Begusarai,Begusarai,BIHAR
848202,Begusarai,Begusarai,BIHAR
848203,Khagaria,Khagaria,BIHAR
851132,Begusarai,Begusarai,BIHAR
